Time:128Hz,Epoch,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
0.0000000000,0,4025.5129394531,4077.6923828125,3972.4357910156,4089.4870605469,4165.5126953125,4163.3334960938,4157.1796875000,4164.7436523438,4164.1025390625,4165.0000000000,4094.4870605469,3891.7949218750,4051.1538085938,4011.5385742188,,,
0.0078125000,0,4004.4870605469,4062.1794433594,3955.0000000000,4077.6923828125,4163.8461914062,4160.7690429688,4160.0000000000,4163.8461914062,4164.4873046875,4163.3334960938,4086.4101562500,3867.5642089844,4038.4614257812,3987.4357910156,,,
0.0156250000,0,3989.8718261719,4049.8718261719,3942.6923828125,4058.4614257812,4162.1796875000,4164.1025390625,4166.1538085938,4165.1284179688,4163.9741210938,4162.8203125000,4076.6667480469,3854.3588867188,4027.6923828125,3973.7180175781,,,
0.0234375000,0,3988.8461914062,4042.9487304688,3932.9487304688,4053.2050781250,4162.4360351562,4165.5126953125,4160.8974609375,4165.0000000000,4164.3588867188,4162.9487304688,4077.3076171875,3851.5385742188,4025.1281738281,3975.2563476562,,,
0.0312500000,1,3990.2563476562,4038.8461914062,3930.1281738281,4053.4614257812,4167.4360351562,4165.1284179688,4160.5126953125,4165.5126953125,4164.8715820312,4166.2822265625,4082.8205566406,3850.1281738281,4029.1025390625,3982.3076171875,,,
0.0390625000,1,3992.4357910156,4043.0769042969,3930.0000000000,4054.7436523438,4165.3847656250,4164.3588867188,4164.3588867188,4163.7177734375,4163.8461914062,4165.6411132812,4080.8974609375,3854.1025390625,4035.6411132812,3987.9487304688,,,
0.0468750000,1,3997.6923828125,4047.0512695312,3931.4101562500,4056.2819824219,4162.0512695312,4166.2822265625,4165.1284179688,4163.2050781250,4162.6923828125,4161.1538085938,4079.7436523438,3859.6154785156,4036.2819824219,3986.7949218750,,,
0.0546875000,1,4001.9230957031,4048.5898437500,3932.8205566406,4056.2819824219,4166.4101562500,4167.0512695312,4164.7436523438,4166.4101562500,4162.1796875000,4167.4360351562,4085.5129394531,3859.7436523438,4035.0000000000,3986.0256347656,,,
0.0625000000,2,4003.7180175781,4056.7949218750,3935.3845214844,4061.2819824219,4166.7949218750,4162.5639648438,4163.0771484375,4164.8715820312,4161.5385742188,4174.2309570312,4094.8718261719,3864.4870605469,4045.1281738281,3993.5898437500,,,
0.0703125000,2,4004.6154785156,4063.5898437500,3940.1281738281,4071.7949218750,4165.0000000000,4162.5639648438,4165.5126953125,4163.7177734375,4164.1025390625,4167.4360351562,4099.6152343750,3869.1025390625,4054.8718261719,4000.6411132812,,,
0.0781250000,2,4006.6667480469,4064.7436523438,3937.1794433594,4078.3332519531,4160.6411132812,4162.0512695312,4163.5898437500,4165.6411132812,4165.7690429688,4161.0258789062,4103.5898437500,3868.5898437500,4054.8718261719,4001.2819824219,,,
0.0859375000,2,4008.8461914062,4065.3845214844,3933.4614257812,4076.9230957031,4157.4360351562,4160.1284179688,4160.6411132812,4165.0000000000,4163.4614257812,4164.2309570312,4109.3588867188,3871.9230957031,4058.8461914062,4003.5898437500,,,
0.0937500000,3,4009.6154785156,4067.8205566406,3938.5898437500,4079.7436523438,4163.3334960938,4161.2822265625,4163.5898437500,4163.9741210938,4161.6665039062,4165.8974609375,4111.5385742188,3873.5898437500,4063.9743652344,4004.8718261719,,,
0.1015625000,3,4009.2307128906,4068.8461914062,3938.2050781250,4085.6411132812,4163.8461914062,4160.3847656250,4161.4101562500,4164.4873046875,4162.9487304688,4163.4614257812,4107.8203125000,3867.4357910156,4059.1025390625,3998.8461914062,,,
0.1093750000,3,4003.8461914062,4056.7949218750,3925.6411132812,4073.2050781250,4162.1796875000,4163.2050781250,4161.0258789062,4165.7690429688,4165.8974609375,4163.9741210938,4096.1538085938,3857.8205566406,4047.3076171875,3989.2307128906,,,
0.1171875000,3,3994.2307128906,4036.0256347656,3910.3845214844,4050.6411132812,4166.5385742188,4163.4614257812,4162.0512695312,4165.1284179688,4163.3334960938,4166.1538085938,4079.6154785156,3845.0000000000,4031.7949218750,3976.4101562500,,,
0.1250000000,4,3985.8974609375,4030.3845214844,3905.1281738281,4042.4357910156,4167.3076171875,4160.0000000000,4162.0512695312,4163.0771484375,4160.3847656250,4165.8974609375,4068.2050781250,3833.2050781250,4017.5642089844,3968.0769042969,,,
0.1328125000,4,3986.6667480469,4038.0769042969,3908.0769042969,4044.7436523438,4161.6665039062,4164.2309570312,4164.7436523438,4164.2309570312,4164.4873046875,4163.4614257812,4071.0256347656,3831.6667480469,4018.0769042969,3967.4357910156,,,
0.1406250000,4,3990.3845214844,4038.9743652344,3908.8461914062,4047.3076171875,4158.9741210938,4165.2563476562,4159.7436523438,4164.3588867188,4165.1284179688,4163.7177734375,4078.4614257812,3838.8461914062,4027.0512695312,3966.7949218750,,,
0.1484375000,4,3990.3845214844,4037.5642089844,3912.5642089844,4050.7692871094,4163.3334960938,4160.8974609375,4159.7436523438,4162.9487304688,4160.8974609375,4166.1538085938,4083.2050781250,3848.2050781250,4030.3845214844,3968.4614257812,,,
0.1562500000,5,3988.5898437500,4041.1538085938,3915.1281738281,4053.5898437500,4163.3334960938,4160.5126953125,4163.7177734375,4162.5639648438,4162.6923828125,4165.1284179688,4084.7436523438,3851.4101562500,4031.4101562500,3973.5898437500,,,
0.1640625000,5,3986.9230957031,4042.8205566406,3910.0000000000,4058.3332519531,4160.5126953125,4162.4360351562,4158.7177734375,4162.0512695312,4165.7690429688,4162.8203125000,4084.4870605469,3848.2050781250,4033.8461914062,3975.0000000000,,,
0.1718750000,5,3982.1794433594,4041.5385742188,3903.3332519531,4058.7180175781,4165.3847656250,4164.2309570312,4160.7690429688,4163.4614257812,4163.5898437500,4165.8974609375,4086.5385742188,3844.8718261719,4034.2307128906,3968.9743652344,,,
0.1796875000,5,3976.6667480469,4036.1538085938,3895.1281738281,4053.8461914062,4164.6152343750,4163.0771484375,4165.2563476562,4162.1796875000,4160.8974609375,4168.7177734375,4085.8974609375,3839.3588867188,4033.3332519531,3961.7949218750,,,
0.1875000000,6,3970.8974609375,4028.0769042969,3891.6667480469,4047.9487304688,4161.6665039062,4164.1025390625,4165.6411132812,4163.0771484375,4162.0512695312,4166.0258789062,4082.9487304688,3833.5898437500,4028.5898437500,3957.3076171875,,,
0.1953125000,6,3962.3076171875,4021.7949218750,3890.3845214844,4038.7180175781,4163.5898437500,4164.6152343750,4166.2822265625,4166.7949218750,4163.2050781250,4164.2309570312,4077.4357910156,3828.4614257812,4023.4614257812,3951.7949218750,,,
0.2031250000,6,3960.8974609375,4020.2563476562,3886.1538085938,4032.5642089844,4162.3076171875,4161.7949218750,4162.5639648438,4163.7177734375,4164.4873046875,4165.1284179688,4072.8205566406,3826.0256347656,4022.6923828125,3950.8974609375,,,
0.2109375000,6,3969.6154785156,4025.1281738281,3891.4101562500,4039.6154785156,4162.5639648438,4162.6923828125,4161.2822265625,4161.2822265625,4166.1538085938,4165.0000000000,4077.5642089844,3829.7436523438,4026.4101562500,3960.1281738281,,,
0.2187500000,7,3971.7949218750,4030.8974609375,3896.2819824219,4044.3588867188,4163.0771484375,4162.8203125000,4158.9741210938,4162.0512695312,4165.5126953125,4164.6152343750,4079.3588867188,3835.6411132812,4030.3845214844,3964.2307128906,,,
0.2265625000,7,3973.8461914062,4033.8461914062,3896.7949218750,4039.7436523438,4161.9228515625,4162.4360351562,4155.1284179688,4164.1025390625,4164.2309570312,4165.3847656250,4075.2563476562,3840.3845214844,4031.0256347656,3963.9743652344,,,
0.2343750000,7,3989.1025390625,4039.8718261719,3907.0512695312,4045.6411132812,4161.4101562500,4164.1025390625,4157.9487304688,4165.5126953125,4163.8461914062,4166.6665039062,4085.7692871094,3853.9743652344,4034.1025390625,3975.7692871094,,,
0.2421875000,7,3998.7180175781,4046.9230957031,3914.6154785156,4055.8974609375,4159.7436523438,4162.4360351562,4158.0771484375,4163.7177734375,4164.1025390625,4167.6923828125,4099.3588867188,3865.3845214844,4043.0769042969,3984.8718261719,,,
0.2500000000,8,3990.0000000000,4043.8461914062,3908.5898437500,4052.8205566406,4163.5898437500,4162.1796875000,4157.6923828125,4164.3588867188,4163.5898437500,4166.9228515625,4089.6154785156,3854.4870605469,4041.2819824219,3979.8718261719,,,
