Time:128Hz,Epoch,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
0.0000000000,0,4204.3588867188,4198.3334960938,4189.4873046875,4182.0512695312,4161.4101562500,4158.5898437500,4160.8974609375,4162.4360351562,4164.4873046875,4161.7949218750,4185.6411132812,4203.0771484375,4191.4101562500,4168.7177734375,,,
0.0078125000,0,4195.2563476562,4194.2309570312,4181.1538085938,4179.3588867188,4163.7177734375,4162.6923828125,4161.9228515625,4165.8974609375,4164.6152343750,4168.0771484375,4177.8203125000,4185.6411132812,4185.8974609375,4153.9741210938,,,
0.0156250000,0,4183.8461914062,4186.0258789062,4167.0512695312,4171.0258789062,4162.3076171875,4164.6152343750,4159.2309570312,4163.4614257812,4164.2309570312,4169.4873046875,4164.3588867188,4170.8974609375,4172.1796875000,4145.8974609375,,,
0.0234375000,0,4188.2050781250,4182.0512695312,4168.3334960938,4172.8203125000,4161.0258789062,4161.6665039062,4155.1284179688,4162.1796875000,4166.4101562500,4165.6411132812,4166.0258789062,4173.4614257812,4173.4614257812,4150.3847656250,,,
0.0312500000,1,4197.9487304688,4188.9741210938,4178.2050781250,4184.1025390625,4163.0771484375,4160.2563476562,4159.8715820312,4165.2563476562,4166.5385742188,4167.6923828125,4174.3588867188,4180.0000000000,4188.7177734375,4157.8203125000,,,
0.0390625000,1,4200.0000000000,4200.1284179688,4181.9228515625,4187.6923828125,4160.1284179688,4159.3588867188,4160.7690429688,4162.3076171875,4162.4360351562,4170.0000000000,4181.7949218750,4190.5126953125,4208.3334960938,4166.6665039062,,,
0.0468750000,1,4210.1284179688,4206.6665039062,4189.8715820312,4187.8203125000,4158.7177734375,4162.3076171875,4162.8203125000,4161.2822265625,4162.6923828125,4167.5639648438,4197.3076171875,4210.5126953125,4227.4360351562,4182.4360351562,,,
0.0546875000,1,4221.0258789062,4213.7177734375,4193.8461914062,4189.1025390625,4159.1025390625,4163.7177734375,4162.9487304688,4161.6665039062,4163.2050781250,4167.6923828125,4213.2050781250,4229.1025390625,4235.6411132812,4191.1538085938,,,
0.0625000000,2,4219.2309570312,4230.2563476562,4190.5126953125,4191.5385742188,4162.4360351562,4163.4614257812,4163.4614257812,4161.2822265625,4161.2822265625,4170.3847656250,4216.0258789062,4236.1538085938,4237.4360351562,4185.7690429688,,,
0.0703125000,2,4218.5898437500,4237.0512695312,4190.8974609375,4192.9487304688,4165.8974609375,4164.2309570312,4164.2309570312,4162.9487304688,4163.9741210938,4165.0000000000,4209.7436523438,4228.5898437500,4239.3588867188,4178.9741210938,,,
0.0781250000,2,4219.6152343750,4230.3847656250,4190.3847656250,4191.2822265625,4161.6665039062,4160.1284179688,4155.0000000000,4162.1796875000,4166.5385742188,4160.3847656250,4204.6152343750,4220.7690429688,4232.9487304688,4175.8974609375,,,
0.0859375000,2,4219.1025390625,4231.9228515625,4194.6152343750,4194.2309570312,4162.8203125000,4159.4873046875,4158.3334960938,4166.0258789062,4164.4873046875,4165.1284179688,4202.9487304688,4227.4360351562,4220.0000000000,4178.5898437500,,,
0.0937500000,3,4225.0000000000,4233.8461914062,4201.0258789062,4198.8461914062,4165.6411132812,4161.1538085938,4165.5126953125,4170.0000000000,4163.9741210938,4164.6152343750,4208.3334960938,4236.6665039062,4221.2822265625,4186.1538085938,,,
0.1015625000,3,4230.8974609375,4222.8203125000,4198.2050781250,4198.7177734375,4161.9228515625,4162.0512695312,4161.4101562500,4165.2563476562,4167.4360351562,4160.2563476562,4215.1284179688,4233.9741210938,4230.3847656250,4186.5385742188,,,
