Time:128Hz,Epoch,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
0.0000000000,0,4152.8203125000,4147.6923828125,4150.1284179688,4158.0771484375,4162.1796875000,4162.9487304688,4160.8974609375,4162.1796875000,4163.7177734375,4168.2050781250,4153.5898437500,4142.9487304688,4144.8715820312,4144.7436523438,,,
0.0078125000,0,4153.0771484375,4147.9487304688,4149.2309570312,4154.7436523438,4160.3847656250,4159.6152343750,4158.4614257812,4160.3847656250,4163.2050781250,4169.8715820312,4155.5126953125,4143.2050781250,4150.0000000000,4146.9228515625,,,
0.0156250000,0,4157.6923828125,4156.5385742188,4156.9228515625,4157.4360351562,4162.3076171875,4161.9228515625,4162.5639648438,4167.5639648438,4166.4101562500,4166.4101562500,4157.0512695312,4153.9741210938,4152.4360351562,4154.2309570312,,,
0.0234375000,0,4164.4873046875,4166.5385742188,4163.4614257812,4164.7436523438,4160.8974609375,4163.2050781250,4161.9228515625,4164.3588867188,4166.0258789062,4165.3847656250,4159.6152343750,4165.7690429688,4161.5385742188,4166.0258789062,,,
0.0312500000,1,4158.7177734375,4162.4360351562,4160.5126953125,4163.4614257812,4160.0000000000,4162.0512695312,4158.7177734375,4158.8461914062,4163.5898437500,4170.8974609375,4157.0512695312,4163.2050781250,4165.3847656250,4165.7690429688,,,
0.0390625000,1,4149.7436523438,4150.1284179688,4152.9487304688,4154.6152343750,4163.5898437500,4165.1284179688,4162.8203125000,4163.5898437500,4166.4101562500,4171.2822265625,4154.4873046875,4154.8715820312,4155.3847656250,4156.5385742188,,,
0.0468750000,1,4161.1538085938,4158.4614257812,4152.1796875000,4155.5126953125,4161.5385742188,4163.2050781250,4159.4873046875,4161.9228515625,4168.0771484375,4167.3076171875,4161.9228515625,4162.5639648438,4159.3588867188,4159.7436523438,,,
0.0546875000,1,4177.0512695312,4174.3588867188,4164.7436523438,4170.3847656250,4162.9487304688,4161.0258789062,4160.6411132812,4163.7177734375,4166.2822265625,4169.6152343750,4167.9487304688,4172.3076171875,4171.4101562500,4171.1538085938,,,
0.0625000000,2,4173.7177734375,4170.8974609375,4169.2309570312,4172.9487304688,4163.5898437500,4160.7690429688,4162.5639648438,4168.2050781250,4165.8974609375,4170.8974609375,4167.1796875000,4172.8203125000,4171.9228515625,4171.1538085938,,,
0.0703125000,2,4170.8974609375,4167.5639648438,4168.4614257812,4166.5385742188,4160.1284179688,4161.0258789062,4160.7690429688,4169.2309570312,4166.4101562500,4166.5385742188,4174.1025390625,4178.7177734375,4177.1796875000,4170.1284179688,,,
0.0781250000,2,4174.2309570312,4171.5385742188,4169.7436523438,4163.9741210938,4161.7949218750,4163.2050781250,4163.4614257812,4170.7690429688,4164.6152343750,4166.9228515625,4173.2050781250,4180.8974609375,4179.8715820312,4169.2309570312,,,
0.0859375000,2,4171.2822265625,4173.7177734375,4164.1025390625,4160.2563476562,4161.9228515625,4161.7949218750,4161.5385742188,4165.0000000000,4162.4360351562,4168.9741210938,4161.5385742188,4168.0771484375,4173.2050781250,4158.2050781250,,,
0.0937500000,3,4176.0258789062,4183.8461914062,4167.5639648438,4168.7177734375,4162.8203125000,4162.8203125000,4162.9487304688,4163.5898437500,4165.2563476562,4169.8715820312,4170.2563476562,4172.6923828125,4178.7177734375,4159.1025390625,,,
0.1015625000,3,4183.5898437500,4191.4101562500,4168.8461914062,4172.6923828125,4163.5898437500,4163.8461914062,4163.0771484375,4162.3076171875,4169.1025390625,4170.1284179688,4181.6665039062,4190.0000000000,4191.2822265625,4168.3334960938,,,
0.1093750000,3,4180.1284179688,4181.0258789062,4161.6665039062,4164.1025390625,4161.2822265625,4162.6923828125,4159.4873046875,4157.8203125000,4168.3334960938,4167.9487304688,4175.1284179688,4183.0771484375,4187.4360351562,4166.2822265625,,,
0.1171875000,3,4174.2309570312,4173.0771484375,4165.5126953125,4166.2822265625,4163.0771484375,4163.9741210938,4161.7949218750,4163.7177734375,4164.4873046875,4169.2309570312,4168.7177734375,4168.2050781250,4174.4873046875,4164.2309570312,,,
0.1250000000,4,4174.8715820312,4179.8715820312,4166.1538085938,4168.8461914062,4162.6923828125,4160.8974609375,4159.6152343750,4166.5385742188,4163.7177734375,4172.3076171875,4167.1796875000,4172.1796875000,4174.2309570312,4165.2563476562,,,
0.1328125000,4,4177.1796875000,4185.2563476562,4170.6411132812,4168.4614257812,4163.7177734375,4160.5126953125,4162.5639648438,4166.5385742188,4167.3076171875,4169.7436523438,4168.0771484375,4183.3334960938,4182.5639648438,4169.3588867188,,,
0.1406250000,4,4176.6665039062,4184.8715820312,4177.6923828125,4171.7949218750,4164.3588867188,4163.7177734375,4165.7690429688,4166.6665039062,4166.9228515625,4164.7436523438,4168.9741210938,4185.1284179688,4181.4101562500,4174.3588867188,,,
