Time:128Hz,Epoch,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
0.0000000000,0,4173.7177734375,4180.2563476562,4177.4360351562,2908.2050781250,4162.0512695312,4160.6411132812,4163.0771484375,4164.8715820312,4164.4873046875,4168.9741210938,4175.2563476562,4176.4101562500,4176.0258789062,4173.4614257812,,,
0.0078125000,0,4180.6411132812,4186.4101562500,4177.4360351562,2916.7949218750,4162.4360351562,4163.9741210938,4161.0258789062,4162.8203125000,4167.8203125000,4167.6923828125,4175.5126953125,4182.1796875000,4183.0771484375,4177.3076171875,,,
0.0156250000,0,4185.7690429688,4186.7949218750,4180.7690429688,2924.7436523438,4160.8974609375,4165.7690429688,4164.8715820312,4165.7690429688,4166.5385742188,4166.2822265625,4184.7436523438,4189.7436523438,4190.6411132812,4184.3588867188,,,
0.0234375000,0,4188.7177734375,4185.7690429688,4178.5898437500,2931.9230957031,4158.3334960938,4161.1538085938,4160.7690429688,4163.4614257812,4164.3588867188,4166.0258789062,4186.9228515625,4191.1538085938,4192.5639648438,4186.4101562500,,,
0.0312500000,1,4185.0000000000,4185.7690429688,4177.3076171875,2940.7692871094,4160.7690429688,4163.8461914062,4159.8715820312,4162.8203125000,4168.2050781250,4167.5639648438,4173.8461914062,4185.8974609375,4182.3076171875,4180.3847656250,,,
0.0390625000,1,4181.5385742188,4187.0512695312,4180.3847656250,2949.7436523438,4159.7436523438,4164.7436523438,4163.2050781250,4163.3334960938,4166.6665039062,4165.8974609375,4172.3076171875,4184.6152343750,4179.6152343750,4174.6152343750,,,
0.0468750000,1,4181.5385742188,4183.4614257812,4178.8461914062,2956.7949218750,4155.7690429688,4160.5126953125,4162.8203125000,4160.7690429688,4162.4360351562,4167.9487304688,4179.2309570312,4184.3588867188,4183.0771484375,4171.1538085938,,,
0.0546875000,1,4180.3847656250,4178.7177734375,4179.6152343750,2965.6411132812,4158.7177734375,4162.5639648438,4163.9741210938,4164.6152343750,4166.1538085938,4171.0258789062,4177.0512695312,4181.9228515625,4180.6411132812,4173.5898437500,,,
0.0625000000,2,4189.4873046875,4192.3076171875,4185.7690429688,2981.1538085938,4158.0771484375,4161.4101562500,4159.3588867188,4164.8715820312,4165.6411132812,4166.9228515625,4183.0771484375,4191.6665039062,4188.0771484375,4180.2563476562,,,
0.0703125000,2,4201.4101562500,4209.6152343750,4192.0512695312,3000.6411132812,4155.1284179688,4159.7436523438,4159.3588867188,4161.6665039062,4161.1538085938,4164.4873046875,4193.4614257812,4202.3076171875,4198.2050781250,4186.1538085938,,,
0.0781250000,2,4194.2309570312,4206.7949218750,4185.7690429688,3006.4101562500,4154.4873046875,4163.2050781250,4161.0258789062,4160.7690429688,4163.8461914062,4167.9487304688,4186.1538085938,4195.1284179688,4189.3588867188,4180.8974609375,,,
0.0859375000,2,4178.9741210938,4196.5385742188,4176.6665039062,3008.9743652344,4155.0000000000,4163.2050781250,4158.0771484375,4161.6665039062,4168.0771484375,4170.0000000000,4178.7177734375,4184.2309570312,4177.6923828125,4171.0258789062,,,
0.0937500000,3,4177.4360351562,4197.9487304688,4183.5898437500,3026.1538085938,4158.9741210938,4163.7177734375,4164.1025390625,4165.8974609375,4167.8203125000,4170.6411132812,4185.6411132812,4184.4873046875,4178.0771484375,4169.7436523438,,,
0.1015625000,3,4185.5126953125,4209.6152343750,4192.4360351562,3039.6154785156,4157.3076171875,4163.2050781250,4165.1284179688,4163.8461914062,4166.6665039062,4169.1025390625,4191.7949218750,4193.3334960938,4180.6411132812,4167.1796875000,,,
0.1093750000,3,4191.6665039062,4212.9487304688,4198.0771484375,3049.4870605469,4155.8974609375,4163.0771484375,4162.4360351562,4165.3847656250,4167.6923828125,4164.7436523438,4197.3076171875,4204.8715820312,4184.3588867188,4170.3847656250,,,
