Time:128Hz,Epoch,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
0.0000000000,0,4191.0258789062,4198.3334960938,4187.6923828125,4173.7177734375,4162.5639648438,4163.7177734375,4158.0771484375,4161.9228515625,4164.2309570312,4170.2563476562,4179.3588867188,4191.5385742188,4184.1025390625,4181.0258789062,,,
0.0078125000,0,4174.8715820312,4182.5639648438,4181.0258789062,4163.0771484375,4160.0000000000,4160.3847656250,4161.1538085938,4161.4101562500,4163.5898437500,4168.2050781250,4163.9741210938,4172.5639648438,4165.5126953125,4168.2050781250,,,
0.0156250000,0,4160.6411132812,4171.1538085938,4175.3847656250,4157.5639648438,4161.4101562500,4164.2309570312,4168.9741210938,4165.0000000000,4166.0258789062,4164.4873046875,4161.7949218750,4167.1796875000,4158.7177734375,4163.7177734375,,,
0.0234375000,0,4156.6665039062,4167.5639648438,4167.6923828125,4154.1025390625,4162.1796875000,4163.8461914062,4157.9487304688,4159.6152343750,4167.9487304688,4166.0258789062,4160.7690429688,4167.8203125000,4155.3847656250,4161.1538085938,,,
0.0312500000,1,4158.8461914062,4162.1796875000,4162.6923828125,4153.8461914062,4167.0512695312,4163.8461914062,4157.6923828125,4154.7436523438,4166.9228515625,4166.6665039062,4152.8203125000,4155.2563476562,4149.7436523438,4152.8203125000,,,
0.0390625000,1,4165.5126953125,4160.5126953125,4161.6665039062,4155.6411132812,4164.3588867188,4163.2050781250,4163.0771484375,4157.3076171875,4164.2309570312,4164.6152343750,4155.2563476562,4152.1796875000,4156.1538085938,4152.3076171875,,,
0.0468750000,1,4173.7177734375,4168.0771484375,4169.4873046875,4158.7177734375,4160.0000000000,4161.9228515625,4160.3847656250,4163.5898437500,4165.0000000000,4165.2563476562,4167.1796875000,4167.1796875000,4169.3588867188,4160.6411132812,,,
0.0546875000,1,4178.5898437500,4171.2822265625,4177.8203125000,4161.5385742188,4164.3588867188,4162.3076171875,4163.8461914062,4167.6923828125,4167.4360351562,4163.4614257812,4169.6152343750,4172.1796875000,4169.8715820312,4166.9228515625,,,
0.0625000000,2,4184.1025390625,4175.6411132812,4178.9741210938,4163.3334960938,4162.8203125000,4160.5126953125,4160.1284179688,4162.9487304688,4165.0000000000,4160.1284179688,4174.7436523438,4176.6665039062,4176.5385742188,4176.0258789062,,,
0.0703125000,2,4195.2563476562,4184.7436523438,4185.2563476562,4170.1284179688,4164.2309570312,4165.0000000000,4161.0258789062,4161.7949218750,4164.4873046875,4164.8715820312,4183.8461914062,4189.4873046875,4189.6152343750,4189.8715820312,,,
0.0781250000,2,4200.8974609375,4185.0000000000,4186.9228515625,4172.4360351562,4163.4614257812,4164.7436523438,4166.4101562500,4164.1025390625,4165.0000000000,4169.3588867188,4179.4873046875,4190.6411132812,4187.1796875000,4192.5639648438,,,
0.0859375000,2,4199.2309570312,4183.4614257812,4183.2050781250,4168.9741210938,4157.0512695312,4160.0000000000,4164.4873046875,4164.3588867188,4161.5385742188,4167.1796875000,4172.5639648438,4184.8715820312,4181.4101562500,4188.4614257812,,,
0.0937500000,3,4200.5126953125,4189.8715820312,4189.4873046875,4168.9741210938,4159.7436523438,4166.2822265625,4163.3334960938,4164.7436523438,4161.5385742188,4163.7177734375,4175.7690429688,4190.8974609375,4188.5898437500,4193.2050781250,,,
0.1015625000,3,4198.7177734375,4187.5639648438,4189.3588867188,4166.1538085938,4162.5639648438,4166.2822265625,4158.3334960938,4159.2309570312,4164.3588867188,4163.4614257812,4181.6665039062,4196.1538085938,4195.5126953125,4196.1538085938,,,
0.1093750000,3,4187.4360351562,4171.7949218750,4177.5639648438,4163.8461914062,4165.0000000000,4161.4101562500,4161.5385742188,4161.5385742188,4164.7436523438,4165.7690429688,4179.3588867188,4184.8715820312,4187.3076171875,4186.4101562500,,,
0.1171875000,3,4178.4614257812,4168.0771484375,4173.7177734375,4164.2309570312,4167.0512695312,4162.1796875000,4164.7436523438,4163.8461914062,4163.3334960938,4167.0512695312,4175.0000000000,4178.4614257812,4182.8203125000,4177.4360351562,,,
